Facility_ID,Facility_Name,State,LGA,Geopolitical_Zone,Facility_Type,Medicine_Name,Medicine_Category,WHO_Essential_List,Batch_Number,Manufacturing_Date,Expiry_Date,Manufacturer,Current_Stock_Level,Reorder_Level,Max_Capacity,Unit,Days_Of_Stock_Remaining,Last_Restocked_Date,Next_Expected_Delivery,Supplier_Name,Unit_Cost_Naira,Total_Stock_Value,Storage_Condition_Required,Actual_Storage_Condition,Cold_Chain_Compliant,Track_Trace_Enabled,Serialization_Code,Supply_Chain_Visibility,Stockout_Events_Last_6Months,Average_Monthly_Consumption,Wastage_Percentage_Last_Quarter,Quality_Verified,Regulatory_Compliance,Distribution_Lead_Time_Days,Warehouse_Temp_Log_Available,Status
FAC-ADA-8267,Ward 6 PHC,Adamawa,South,North_East,PHC,Tramadol 50MG,Analgesic,No,BN22422,02-17-2022,2025-01-27,Fidson Healthcare,706,448,1794,Tablets,70.8,2025-04-09,2025-07-10,Medplus Logistics,274.33,193676.98,Room_Temp,Room_Temp,Yes,No,,Partial,0,299,13.1,Yes,NAFDAC,17,No,Expired
FAC-LAG-1477,Mushin Primary Health Centre,Lagos,Mushin,South_West,PHC,Nevirapine 200mg,ARV,Yes,BN79482,15/09/2024,2027-07-20,Cipla Nigeria,233,117,624,Tablets,89.6,2025-03-31,2025-06-30,USAID Supply Chain,825.16,192262.28,Room_Temp,Room_Temp,Yes,No,,Partial,4,78,3.0,Yes,WHO_PQ,10,Yes,In_Stock
FAC-KEB-5725,West Primary Health Centre,Kebbi,West,North_West,PHC,Metronidazole 400mg,Antibiotic,Yes,BN59670,2022-07-18,2024-12-21,Roche Nigeria,0,117,312,Tablets,0.0,11-Jan-2025,2025-08-04,Community Health Supplies,116.28,0.0,Room_Temp,Room_Temp,Yes,No,,Partial,2,78,5.0,Yes,NAFDAC,36,No,In_Stock
FAC-EDO-6409,Federal Teaching Hospital Central,Zamfara,Gusau,North_West,PHC,OPV (Oral Polio Vaccine),Vaccine,Yes,BN62692,2023-02-22,2024-04-16,Roche Nigeria,959,1023,6820,Vials,42.2,2025-03-06,2025-07-14,Medplus Logistics,523.78,502305.02,Frozen,Refrigerated,No,No,,Partial,3,682,14.5,Yes,WHO_PQ,26,Yes,Expired
FAC-BAU-2397,East District Hospital,Bauchi,East,North_East,General Hospital,Tenofovir/Lamivudine/Dolutegravir,ARV,Yes,BN51514,2022-11-12,2024-12-27,Swipha,787,193,1032,Tablets,183.0,2025-01-18,2025-07-01,Drugfield Pharma,2542.01,2000561.87,Room_Temp,Room_Temp,Yes,No,,None,5,129,4.8,No,Non_Compliant,26,Yes,Expired
FAC-OGU-3431,Ogun University Teaching Hospital,Anambra,West,South_East,PHC,Tramadol 50mg,Analgesic,No,BN86796,2024-07-12,2026-02-13,May & Baker Nigeria,2436,460,3377,Tablets,238.0,2025-02-11,2025-06-25,Medplus Logistics,223.58,544640.88,Room_Temp,Room_Temp,Yes,No,,None,2,307,3.7,Yes,WHO_PQ,12,No,In_Stock
FAC-EDO-8495,Federal Teaching Hospital North,Edo,North,South_South,Teaching Hospital,OPV (Oral Polio Vaccine),Vaccine,Yes,BN83724,2023-08-18,2026-06-16,Pfizer Nigeria,789,420,1120,Vials,84.5,2025-03-03,2025-06-21,USAID Supply Chain,589.29,464949.81,Frozen,Frozen,Yes,Yes,SRL-9670059FD3,Full,0,280,6.3,No,NAFDAC,14,No,In_Stock
FAC-KWA-3348,East Primary Health Centre,Kwara,East,North_Central,PHC,Dihydroartemisinin-Piperaquine,Antimalarial,Yes,BN36383,2024-03-18,2025-05-15,Fidson Healthcare,521,1093,5832,Tablets,21.4,2025-01-11,2025-07-31,USAID Supply Chain,1422.81,741284.01,Room_Temp,Room_Temp,Yes,No,,Partial,1,729,3.0,Yes,WHO_PQ,43,No,Expired
FAC-OND-8477,State General Hospital Ondo,Ondo,Rural A,South_West,General Hospital,Amoxicillin-Clavulanate 625mg,Antibiotic,Yes,BN24312,2023-08-13,2026-07-10,Pfizer Nigeria,75,841,3927,Tablets,4.0,2024-12-09,2025-06-12,USAID Supply Chain,1173.74,88030.5,Room_Temp,Room_Temp,Yes,No,,Partial,3,561,11.7,Pending,NAFDAC,5,No,Critical
FAC-BEN-7380,Ward 6 PHC,Benue,Central,North_Central,PHC,Chloroquine Phosphate 250mg,Antimalarial,Yes,BN40330,2022-09-09,2023-09-25,Chi Pharma,0,955,3822,Tablets,0.0,2025-05-02,2025-07-12,Unknown Supplier,169.4,0.0,Room_Temp,Room_Temp,Yes,No,,None,6,637,8.0,Yes,NAFDAC,36,No,Expired
FAC-NAS-8484,Ward 4 PHC,Nasarawa,Rural B,North_Central,PHC,Tramadol 50mg,Analgesic,No,BN89680,2023-01-19,04-09-2024,Pfizer Nigeria,0,706,2826,Tablets,0.0,05-30-2025,2025-08-08,USAID Supply Chain,264.8,0.0,Room_Temp,Room_Temp,Yes,No,,Partial,3,471,8.9,Yes,NAFDAC,38,Yes,In_Stock
FAC-AKW-6920,North PHC,Akwa Ibom,North,South_South,PHC,Ciprofloxacin 500mg,Antibiotic,Yes,BN39849,09-24-2022,2025-06-11,Novartis Nigeria,0,823,4941,Tablets,0.0,2025-05-28,2025-07-02,Mosad Medical,403.95,0.0,Room_Temp,Room_Temp,Yes,No,,None,2,549,7.2,Yes,WHO_PQ,10,No,Expiring_Within_30Days
FAC-KEB-2986,Ward 9 PHC,Kebbi,Rural B,North_West,PHC,Metronidazole 400mg,Antibiotic,Yes,BN88146,2023-10-25,30-May-2026,Pfizer Nigeria,975,982,7860,Tablets,44.7,27-Mar-2025,2025-06-22,,158.29,154332.75,Room_Temp,Room_Temp,Yes,No,,Partial,8,655,8.8,Yes,NAFDAC,15,Yes,Low_Stock
FAC-PLA-9408,Ward 11 PHC,Plateau,Central,North_Central,PHC,Paracetamol 500mg,Analgesic,Yes,BN73516,2023-11-24,2024-11-28,Roche Nigeria,2302,702,2808,Tablets,147.6,2025-03-27,2025-07-12,Community Health Supplies,26.26,60450.52,Room_Temp,Room_Temp,Yes,No,,None,1,468,8.4,Yes,NAFDAC,25,Yes,Expired
FAC-YOB-5247,Yobe University Teaching Hospital,Yobe,Bade,North_East,Teaching Hospital,Nevirapine 200mg,ARV,Yes,BN48783,2023-02-17,2025-09-26,Pfizer Nigeria,598,1128,7520,Tablets,23.9,2025-05-25,2025-07-29,WHO Supply Division,1001.83,599094.34,Room_Temp,Room_Temp,Yes,Yes,SRL-C0D1A3B8EB,Partial,6,752,7.3,Yes,NAFDAC,40,No,Low_Stock
FAC-BAY-8155,State General Hospital Bayelsa,BAYELSA,Rural A,South_South,General Hospital,Lopinavir/Ritonavir 200/50mg,ARV,Yes,BN76060,2023-04-29,2026-02-25,May & Baker Nigeria,0,756,2016,Tablets,0.0,2024/12/31,2025-07-03,Medplus Logistics,3554.22,0.0,Room_Temp,Room_Temp,Yes,No,,None,4,504,6.2,Yes,NAFDAC,9,Yes,Out_of_Stock
FAC-NIG-9338,East PHC,niger,East,North_Central,PHC,Yellow Fever Vaccine,Vaccine,Yes,BN87265,2022-04-13,2023-11-24,Chi Pharma,62,210,840,Vials,13.3,2025-02-04,2025-06-15,WHO Supply Division,2115.67,131171.54,Refrigerated,Room_Temp,No,No,,None,8,140,28.4,Yes,WHO_PQ,14,No,Expired
FAC-KAN-9809,Federal Teaching Hospital Nassarawa,Kano,Nassarawa,North_West,Teaching Hospital,Artesunate Injection 60mg,Antimalarial,Yes,BN14040,2023-07-05,2024-09-16,Pfizer Nigeria,94,222,1776,Tablets,19.1,2025-05-06,2025-08-09,Local Market Vendor,3046.21,286343.74,Room_Temp,Room_Temp,Yes,No,,None,2,148,7.0,No,Non_Compliant,42,No,Expired
FAC-CRO-5551,Cross River University Teaching Hospital,Cross River,Central,South_South,Teaching Hospital,Ibuprofen 400mg,Analgesic,Yes,BN47186,2024-06-15,2025-09-07,Fidson Healthcare,1757,1108,8129,Tablets,71.3,2025-04-07,2025-07-04,HealthPlus Distribution,97.82,171869.74,Room_Temp,Room_Temp,Yes,No,,None,2,739,10.5,Pending,NAFDAC,7,Yes,In_Stock
FAC-BEN-6923,Ward 4 PHC,Benue,North,North_Central,PHC,Dihydroartemisinin-Piperaquine,Antimalarial,Yes,BN75944,2022-12-21,2025-02-21,Dana Pharmaceuticals,320,343,1603,Tablets,41.9,2025-01-12,2025-07-02,USAID Supply Chain,617.16,197491.2,Room_Temp,Room_Temp,Yes,No,,Partial,6,229,4.9,Yes,WHO_PQ,21,Yes,Expired
FAC-DEL-8913,Federal Teaching Hospital East,Delta,East,South_South,Teaching Hospital,Ibuprofen 400mg,Analgesic,Yes,BN70903,2024-02-17,2026-03-22,Roche Nigeria,2561,915,3050,Tablets,126.0,2025-02-20,2025-06-23,NAFDAC Approved Vendor,69.06,176862.66,Room_Temp,Room_Temp,Yes,Yes,SRL-AF78CB2BE2,Full,2,610,7.6,Yes,WHO_PQ,8,No,In_Stock
FAC-KWA-1767,Federal Teaching Hospital East,Kwara,East,North_Central,Teaching Hospital,BCG Vaccine,Vaccine,Yes,BN54829,2022-10-14,2025-06-05,AstraZeneca Nigeria,655,124,664,Vials,236.7,2025-01-06,2025-07-20,NMSC,924.53,605567.15,Refrigerated,Refrigerated,Yes,Yes,SRL-4F8580D2E1,Full,6,83,2.9,Pending,NAFDAC,45,Yes,Expiring_Within_30Days
FAC-DEL-9785,Ward 8 PHC,Delta,West,South_South,PHC,BCG Vaccine,Vaccine,Yes,BN46101,2024-09-07,2026-01-28,Strides Shasun Nigeria,105,163,872,Vials,28.9,2025-04-27,2025-06-14,,671.08,70463.4,Refrigerated,Refrigerated,Yes,No,,None,2,109,3.4,Yes,NAFDAC,6,No,Low_Stock
FAC-LAG-7433,Oshodi-Isolo PHC,Lagos,Oshodi-Isolo,South_West,PHC,Azithromycin 500mg,Antibiotic,Yes,BN43154,2024-12-07,2026-07-11,Swipha,1528,799,5863,Tablets,86.0,2025-03-14,2025-07-09,USAID Supply Chain,738.38,1128244.64,Room_Temp,Room_Temp,Yes,No,,None,2,533,10.9,Yes,WHO_PQ,9,Yes,In_Stock
FAC-ABI-7341,Ward 1 PHC,Abia,North,South_East,PHC,HPV Vaccine,Vaccine,Yes,BN66644,2024/05/19,2027-01-26,May & Baker Nigeria,4615,1080,8640,Vials,192.3,2025-01-01,2025-07-11,USAID Supply Chain,14077.5,64967662.5,Refrigerated,Refrigerated,Yes,No,,Partial,4,720,13.2,No,NAFDAC,10,No,In_Stock
FAC-OYO-3084,General Hospital Rural B,Oyo,Rural B,South_West,General Hospital,Ibuprofen 400mg,Analgesic,Yes,BN26856,2024-01-19,2026-11-01,May & Baker Nigeria,1818,570,3800,Tablets,143.5,2025-02-10,2025-07-02,Alpha Pharmacy,47.79,86882.22,Room_Temp,Room_Temp,Yes,Yes,SRL-44CA92217D,Full,0,380,3.7,Yes,WHO_PQ,9,Yes,In_Stock
FAC-IMO-3154,North Primary Health Centre,Imo,North,South_East,PHC,Ibuprofen 400mg,Analgesic,Yes,BN11899,2024-10-09,2026-08-26,Fidson Healthcare,0,450,1800,Tablets,0.0,2025-01-20,2025-06-10,NMSC,36.23,0.0,Room_Temp,Room_Temp,Yes,No,,None,4,300,4.7,Yes,NAFDAC,8,Yes,Out_of_Stock
FAC-AKW-5420,Central PHC,Akwa Ibom,Central,South_South,PHC,Azithromycin 500mg,Antibiotic,Yes,BN60006,2022-07-17,2025-06-01,AstraZeneca Nigeria,1545,228,1672,Tablets,304.9,2025-02-28,2025-06-22,,363.64,561823.8,Room_Temp,Room_Temp,Yes,No,,None,2,152,11.2,Yes,NAFDAC,7,No,Expiring_Within_30Days
FAC-EDO-5047,Central Primary Health Centre,Edo,Central,South_South,PHC,Yellow Fever Vaccine,Vaccine,Yes,BN89589,2024-08-05,2027-07-30,GSK Nigeria,1586,420,1960,Vials,169.9,2025-05-10,2025-07-02,USAID Supply Chain,1861.12,2951736.32,Refrigerated,Room_Temp,No,No,,Partial,1,280,52.9,Pending,NAFDAC,14,Yes,In_Stock
FAC-YOB-2833,Ward 12 PHC,Yobe,Potiskum,North_East,PHC,Pentavalent Vaccine (DPT-HepB-Hib),Vaccine,Yes,BN84364,2024-01-13,2025-11-30,Pfizer Nigeria,355,676,2706,Vials,23.6,2025-05-19,2025-07-24,,3736.28,1326379.4,Refrigerated,Refrigerated,Yes,No,,None,3,451,7.2,Yes,WHO_PQ,34,No,Low_Stock
FAC-DEL-3414,Ward 3 PHC,Delta,West,South_South,PHC,Tramadol 50MG,Analgesic,No,BN70737,2022-12-05,2025-03-01,Emzor Pharmaceuticals,4646,993,7944,Tablets,210.5,2024-12-17,2025-07-12,,375.18,1743086.28,Room_Temp,Room_Temp,Yes,No,,None,0,662,1.8,Yes,NAFDAC,12,Yes,Expired
FAC-EDO-8306,Federal Teaching Hospital Rural A,Edo,Rural A,South_South,Teaching Hospital,Measles-Rubella Vaccine,Vaccine,Yes,BN31718,2023-09-25,2026-01-10,Swipha,1036,312,1664,Vials,149.4,2025-05-23,2025-07-07,,1927.47,1996858.92,Refrigerated,Refrigerated,Yes,Yes,SRL-2A677E67B8,Full,0,208,3.3,Yes,NAFDAC,9,Yes,In_Stock
FAC-ZAM-9187,Ward 7 PHC,Zamfara,Talata Mafara,North_West,PHC,Efavirenz/Lamivudine/Tenofovir,ARV,Yes,BN57307,2024-04-16,2026-03-17,Dana Pharmaceuticals,81,381,1778,Tablets,9.6,2025-03-14,2025-07-18,Medplus Logistics,1429.52,115791.12,Room_Temp,Room_Temp,Yes,No,,None,6,254,4.4,Yes,NAFDAC,31,No,Critical
FAC-NIG-4765,East District Hospital,Niger,East,North_Central,General Hospital,Metronidazole 400mg,Antibiotic,Yes,BN66314,2022-04-28,2023-11-03,GSK Nigeria,0,777,3108,Tablets,0.0,2025-01-23,2025-07-28,Unknown Supplier,77.83,0.0,Room_Temp,Room_Temp,Yes,No,,None,6,518,6.9,Yes,WHO_PQ,37,Yes,Expired
FAC-BAY-1419,North PHC,Bayelsa,North,South_South,PHC,Ibuprofen 400mg,Analgesic,Yes,BN35970,2024-08-16,2027-02-18,Jawa International,0,1084,2892,Tablets,0.0,2025-02-20,2025-06-20,Community Health Supplies,67.07,0.0,Room_Temp,Room_Temp,Yes,No,,None,3,723,7.6,Yes,WHO_PQ,7,No,Out_of_Stock
FAC-GOM-1268,Rural A District Hospital,Gombe,Rural A,North_East,General Hospital,Amoxicillin-Clavulanate 625mg,Antibiotic,Yes,BN65990,2024-09-03,2026-03-10,Strides Shasun Nigeria,105,249,1494,Tablets,19.0,2025-02-18,2025-08-09,WHO Supply Division,1065.03,111828.15,Room_Temp,Room_Temp,Yes,No,,None,8,166,4.3,Yes,WHO_PQ,40,Yes,Critical
FAC-KWA-2726,East PHC,Kwara,East,North_Central,PHC,Ceftriaxone 1g Injection,Antibiotic,Yes,BN60637,2022-04-09,2024-04-30,Roche Nigeria,8890,1176,9408,Tablets,340.2,2025-02-05,2025-07-29,HealthPlus Distribution,1956.31,17391595.9,Room_Temp,Room_Temp,Yes,No,,None,8,784,11.0,Yes,WHO_PQ,30,No,Expired
FAC-BEN-9851,State General Hospital Benue,Benue,Central,North_Central,General Hospital,Dihydroartemisinin-Piperaquine,Antimalarial,Yes,BN13625,01-26-2023,2024-10-26,Greenfield Pharma,1356,342,2508,Tablets,178.4,2024-12-26,2025-06-30,Unknown Supplier,633.36,858836.16,Room_Temp,Room_Temp,Yes,No,,None,3,228,3.1,Pending,NAFDAC,24,Yes,Expired
FAC-ZAM-7471,Ward 11 PHC,Zamfara,Kaura Namoda,North_West,PHC,Chloroquine Phosphate 250mg,Antimalarial,Yes,BN87810,2022-06-12,2023-11-30,Emzor Pharmaceuticals,204,316,844,Tablets,29.0,2025-02-03,2025-07-12,Unknown Supplier,188.05,38362.2,Room_Temp,Room_Temp,Yes,No,,None,5,211,7.1,Yes,NAFDAC,20,No,Expired
FAC-AKW-4482,East District Hospital,Akwa Ibom,East,South_South,General Hospital,BCG Vaccine,Vaccine,Yes,BN76887,2024-09-12,2026-01-06,Pfizer Nigeria,527,207,690,Vials,114.6,2025-04-23,2025-06-11,Alpha Pharmacy,1034.37,545112.99,Refrigerated,Refrigerated,Yes,No,,Partial,2,138,13.7,No,NAFDAC,10,Yes,In_Stock
FAC-ABI-2868,Rural A Primary Health Centre,Abia,Rural A,South_East,PHC,Nevirapine 200mg,ARV,Yes,BN13277,2023-03-16,2024-09-13,Emzor Pharmaceuticals,1055,316,2321,Tablets,150.0,2024-12-25,2025-06-10,Prohealth Medical,873.0,921015.0,Room_Temp,Room_Temp,Yes,No,,None,3,211,4.3,Yes,WHO_PQ,6,No,In_Stock
FAC-BAY-2850,East PHC,BAYELSA,East,South_South,PHC,Diclofenac 50mg,Analgesic,Yes,BN27786,2022-01-15,2023-07-17,Roche Nigeria,354,693,5082,Tablets,23.0,24-Dec-2024,2025-07-02,Unknown Supplier,107.32,37991.28,Room_Temp,Room_Temp,Yes,No,,None,2,462,5.2,Yes,WHO_PQ,10,No,In_Stock
FAC-OYO-9221,Central Primary Health Centre,Oyo,Central,South_West,PHC,Lopinavir/Ritonavir 200/50mg,ARV,Yes,BN18163,2024-10-13,2027-03-13,Swipha,4826,1144,5341,Tablets,189.8,2024-12-13,2025-07-08,,3445.16,16626342.16,Room_Temp,Room_Temp,Yes,No,,None,0,763,6.0,Pending,NAFDAC,8,No,In_Stock
FAC-OND-9397,North Primary Health Centre,Adamawa,West,North_East,PHC,Chloroquine Phosphate 250mg,Antimalarial,Yes,BN35333,2024-05-24,2025-12-10,May & Baker Nigeria,26,75,300,Tablets,15.6,2025-04-02,2025-07-29,NMSC,202.23,5257.98,Room_Temp,Room_Temp,Yes,No,,None,3,50,8.1,Yes,NAFDAC,31,Yes,Critical
FAC-NIG-3679,General Hospital Rural A,Niger,Rural A,North_Central,General Hospital,Ibuprofen 400mg,Analgesic,Yes,BN93194,2022-06-14,02-21-2024,Fidson Healthcare,500,220,735,Tablets,102.0,2025-05-29,2025-07-24,NMSC,70.37,35185.0,Room_Temp,Room_Temp,Yes,No,,Partial,2,147,9.1,Yes,NAFDAC,39,Yes,Expired
FAC-OGU-8916,Ijebu Ode Primary Health Centre,Ogun,Ijebu Ode,South_West,PHC,Amoxicillin 250mg Capsules,Antibiotic,Yes,BN10550,2023-12-18,2025-08-09,Greenfield Pharma,0,321,1284,Tablets,0.0,2025-05-16,2025-06-20,WHO Supply Division,134.6,0.0,Room_Temp,Room_Temp,Yes,No,,None,1,214,5.6,Pending,NAFDAC,14,Yes,Out_of_Stock
FAC-OGU-8224,Ijebu Ode Primary Health Centre,Nasarawa,Rural A,North_Central,General Hospital,Metronidazole 400MG,Antibiotic,Yes,BN90269,2024-10-27,2026-12-11,Novartis Nigeria,445,619,3304,Tablets,32.3,2025-05-01,2025-07-09,Local Market Vendor,151.06,67221.7,Room_Temp,Room_Temp,Yes,No,,None,7,413,2.6,No,NAFDAC,28,Yes,Low_Stock
FAC-ENU-4698,Enugu South PHC,Enugu,Enugu South,South_East,PHC,Nevirapine 200mg,ARV,Yes,BN23678,2023-02-03,2024-10-11,Emzor Pharmaceuticals,2046,640,2989,Tablets,143.7,2025-01-15,2025-06-29,,612.86,1253911.56,Room_Temp,Room_Temp,Yes,No,,None,2,427,1.7,Yes,NAFDAC,11,Yes,In_Stock
FAC-BEN-3413,Rural B Primary Health Centre,Benue,Rural B,North_Central,PHC,Tenofovir/Lamivudine/Dolutegravir,ARV,Yes,BN44731,2023-11-12,2026-03-15,Dana Pharmaceuticals,1103,489,1956,Tablets,101.5,2025-03-06,2025-06-24,,4436.11,4893029.33,Room_Temp,Room_Temp,Yes,No,,None,4,326,10.8,Pending,NAFDAC,18,No,In_Stock
FAC-ANA-8224,East Primary Health Centre,Anambra,East,South_East,PHC,Paracetamol 500mg,Analgesic,Yes,BN79246,2024-02-07,2026-11-28,Dana Pharmaceuticals,879,213,1136,Tablets,185.7,12/02/2025,2025-07-09,,61.24,53829.96,Room_Temp,Room_Temp,Yes,No,,Partial,0,142,5.3,Yes,WHO_PQ,10,No,In_Stock
FAC-BAY-4909,Federal Teaching Hospital South,Bayelsa,South,South_South,Teaching Hospital,Ibuprofen 400mg,Analgesic,Yes,BN32018,2022-04-08,2025/01/17,Chi Pharma,28,1161,7740,Tablets,1.1,2025-05-12,2025-06-17,Local Market Vendor,72.9,2041.2,Room_Temp,Room_Temp,Yes,Yes,SRL-D1E4E2C0C5,Full,1,774,5.2,Yes,WHO_PQ,9,Yes,In_Stock
FAC-YOB-7958,Nguru PHC,Yobe,Nguru,North_East,PHC,Efavirenz/Lamivudine/Tenofovir,ARV,Yes,BN24087,2023-10-15,2024-10-16,May & Baker Nigeria,0,420,1120,Tablets,0.0,2025-05-10,2025-08-05,,1789.77,0.0,Room_Temp,Room_Temp,Yes,Yes,SRL-962AD88A8A,Full,0,280,1.8,Pending,NAFDAC,40,Yes,Expired
FAC-LAG-8570,Lagos Island PHC,Lagos,Lagos Island,South_West,PHC,HPV Vaccine,Vaccine,Yes,BN69330,2023-06-20,2024-12-03,Strides Shasun Nigeria,1087,631,1684,Vials,77.5,2025-04-18,2025-06-12,Local Market Vendor,16103.41,17504406.67,Refrigerated,Room_Temp,No,No,,Partial,2,421,55.3,Yes,NAFDAC,9,Yes,Expired
FAC-EDO-9024,State General Hospital Edo,Edo,North,South_South,General Hospital,Yellow Fever Vaccine,Vaccine,Yes,BN51207,2024-08-18,2027-06-24,Jawa International,374,54,396,Vials,311.7,2025-01-27,2025-06-21,Local Market Vendor,2545.31,951945.94,Refrigerated,Refrigerated,Yes,No,,None,1,36,1.4,Yes,NAFDAC,12,Yes,In_Stock
FAC-KAT-7714,Ward 10 PHC,Katsina,West,North_West,PHC,Lopinavir/Ritonavir 200/50mg,ARV,Yes,BN90924,2024-01-02,2025-11-11,Novartis Nigeria,0,154,618,Tablets,0.0,12-Mar-2025,2025-07-16,Alpha Pharmacy,5386.15,0.0,Room_Temp,Room_Temp,Yes,No,,None,3,103,8.9,Pending,NAFDAC,24,Yes,Out_of_Stock
FAC-PLA-4938,South Primary Health Centre,Plateau,South,North_Central,PHC,Paracetamol 500mg,Analgesic,Yes,BN69396,2023/11/09,2024-12-16,Cipla Nigeria,2515,525,3850,Tablets,215.6,2025-03-03,2025-07-04,,76.59,192623.85,Room_Temp,Room_Temp,Yes,No,,None,8,350,10.4,Yes,NAFDAC,23,No,Expired
FAC-ENU-3869,Nkanu East District Hospital,Enugu,Nkanu East,South_East,General Hospital,Morphine 10mg/ml Injection,Analgesic,Yes,BN52959,2023-03-05,2025-12-03,Chi Pharma,420,895,2388,Tablets,21.1,2025-02-09,2025-06-18,HealthPlus Distribution,1988.32,835094.4,Room_Temp,Room_Temp,Yes,No,,None,1,597,6.0,Yes,WHO_PQ,3,No,Critical
FAC-ABI-4304,Ward 11 PHC,Abia,South,South_East,PHC,Nevirapine 200mg,ARV,Yes,BN31105,2024-05-04,2025-07-15,Jawa International,0,573,2292,Tablets,0.0,2025-03-17,2025-06-07,WHO Supply Division,844.18,0.0,Room_Temp,Room_Temp,Yes,No,,Partial,1,382,2.7,Yes,WHO_PQ,4,Yes,Out_of_Stock
FAC-YOB-2080,Gashua Primary Health Centre,Yobe,Gashua,North_East,PHC,Nevirapine 200MG,ARV,Yes,BN36520,2023-04-19,2024-06-19,Pfizer Nigeria,0,673,4490,Tablets,0.0,2025-01-22,2025-06-27,NMSC,855.22,0.0,Room_Temp,Room_Temp,Yes,No,,None,6,449,7.3,Yes,NAFDAC,19,Yes,Counterfeit_Risk
FAC-AKW-4934,Rural B PHC,Akwa Ibom,Rural B,South_South,PHC,Pentavalent Vaccine (DPT-HepB-Hib),Vaccine,Yes,BN55690,2022-04-30,2023-11-29,Jawa International,1927,414,1932,Vials,209.5,2024-12-15,2025-06-18,,2650.86,5108207.22,Refrigerated,Refrigerated,Yes,Yes,SRL-FCC879D607,Full,0,276,2.6,No,NAFDAC,5,No,Expired
FAC-KEB-2144,Ward 5 PHC,Kebbi,North,North_West,PHC,Tenofovir/Lamivudine/Dolutegravir,ARV,Yes,BN28394,2023-05-28,2024-06-13,Emzor Pharmaceuticals,16,192,1152,Tablets,3.8,2025-04-04,2025-07-17,Prohealth Medical,4213.41,67414.56,Room_Temp,Room_Temp,Yes,No,,None,4,128,6.8,Yes,NAFDAC,41,Yes,Expired
FAC-SOK-1879,Ward 7 PHC,Sokoto,Sokoto South,North_West,PHC,OPV (Oral Polio Vaccine),Vaccine,Yes,BN31984,2022-11-19,2024-07-10,Jawa International,138,276,1656,Vials,22.5,2024-12-24,2025-07-30,USAID Supply Chain,395.4,54565.2,Frozen,Frozen,Yes,No,,None,8,184,5.5,Yes,NAFDAC,33,No,In_Stock
FAC-OGU-6266,Sagamu Primary Health Centre,Ogun,Sagamu,South_West,PHC,Artemether-Lumefantrine 20/120MG,Antimalarial,Yes,BN58549,2022-11-16,2025-05-07,May & Baker Nigeria,915,135,1080,Tablets,305.0,01-03-2025,2025-06-23,Community Health Supplies,376.09,344122.35,Room_Temp,Room_Temp,Yes,No,,None,4,90,9.7,Pending,NAFDAC,13,Yes,Expired
FAC-BOR-6072,General Hospital Maiduguri,Borno,Maiduguri,North_East,General Hospital,Tramadol 50MG,Analgesic,No,BN74918,2024-05-17,2025-06-29,Strides Shasun Nigeria,5,48,352,Tablets,4.7,2025-03-11,2025-07-13,NMSC,247.08,1235.4,Room_Temp,Room_Temp,Yes,No,,Partial,1,32,5.8,Yes,NAFDAC,31,No,Expiring_Within_30Days
FAC-BAY-9226,General Hospital East,Bayelsa,East,South_South,General Hospital,Ibuprofen 400MG,Analgesic,Yes,BN61283,2024-11-06,2026-01-16,AstraZeneca Nigeria,0,667,4450,Tablets,0.0,2025-05-01,2025-06-09,USAID Supply Chain,55.36,0.0,Room_Temp,Room_Temp,Yes,No,,Partial,2,445,7.0,No,Non_Compliant,7,Yes,Out_of_Stock
FAC-ZAM-6475,Kaura Namoda Primary Health Centre,Zamfara,Kaura Namoda,North_West,PHC,Metronidazole 400mg,Antibiotic,Yes,BN19783,2024-02-04,2026-03-14,AstraZeneca Nigeria,503,688,5049,Tablets,32.9,03-12-2025,2025-08-02,Medplus Logistics,128.53,64650.59,Room_Temp,Room_Temp,Yes,No,,None,8,459,7.9,Pending,NAFDAC,45,No,Low_Stock
FAC-SOK-7368,General Hospital Dange Shuni,Sokoto,Dange Shuni,North_West,General Hospital,Efavirenz/Lamivudine/Tenofovir,ARV,Yes,BN20299,2022-09-30,2024-05-27,Roche Nigeria,0,652,1740,Tablets,0.0,2025-05-07,2025-07-08,,2506.26,0.0,Room_Temp,Room_Temp,Yes,Yes,SRL-DCC2B731A1,Full,3,435,2.7,Yes,NAFDAC,19,Yes,In_Stock
FAC-KAN-3847,General Hospital Ungogo,Kano,Ungogo,North_West,General Hospital,Efavirenz/Lamivudine/Tenofovir,ARV,Yes,BN94039,2024-10-01,2027-01-09,Pfizer Nigeria,414,829,4424,Tablets,22.5,2024-12-12,2025-07-25,Local Market Vendor,1614.3,668320.2,Room_Temp,Room_Temp,Yes,No,,Partial,0,553,3.3,Yes,WHO_PQ,27,No,Low_Stock
FAC-OYO-4756,North District Hospital,Oyo,North,South_West,General Hospital,Measles-Rubella Vaccine,Vaccine,Yes,BN61361,2022-01-07,2024-12-10,Cipla Nigeria,6470,1053,7020,Vials,276.5,2025-05-22,2025-06-27,Prohealth Medical,1123.69,7270274.3,Refrigerated,Room_Temp,No,No,,None,2,702,49.6,Yes,WHO_PQ,4,Yes,In_Stock
